Country Name,Country Code,Year,unemployment
Least developed countries: UN classification,LDC,1999,4.64540906461878
Low income,LIC,1999,5.28906840454506
Sri Lanka,LKA,1999,8.88
Lower middle income,LMC,1999,6.14772124291327
Low & middle income,LMY,1999,5.86877921629484
Lesotho,LSO,1999,16.226
Late-demographic dividend,LTE,1999,5.45734690890435
Lithuania,LTU,1999,13.388
Luxembourg,LUX,1999,2.39
Latvia,LVA,1999,13.79
"Macao SAR, China",MAC,1999,6.348
Morocco,MAR,1999,13.94
Moldova,MDA,1999,11.14
Madagascar,MDG,1999,5.823
Maldives,MDV,1999,1.71
"Middle East, North Africa, Afghanistan & Pakistan",MEA,1999,8.11327385149785
Mexico,MEX,1999,2.598
Middle income,MIC,1999,5.90369413260259
North Macedonia,MKD,1999,32.4
Mali,MLI,1999,1.364
Malta,MLT,1999,6.327
Myanmar,MMR,1999,0.754
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,1999,8.38487137568837
Montenegro,MNE,1999,30.676
Mongolia,MNG,1999,5.848
Mozambique,MOZ,1999,2.663
Mauritania,MRT,1999,10.036
Mauritius,MUS,1999,9.28
Malawi,MWI,1999,5.009
Malaysia,MYS,1999,3.43
North America,NAC,1999,4.55171801715172
Namibia,NAM,1999,21.669
New Caledonia,NCL,1999,18.293
Niger,NER,1999,1.393
Nigeria,NGA,1999,3.997
Nicaragua,NIC,1999,7.162
Netherlands,NLD,1999,3.622
Norway,NOR,1999,3.247
Nepal,NPL,1999,10.581
New Zealand,NZL,1999,7.023
OECD members,OED,1999,7.16497947660529
Oman,OMN,1999,4.342
Other small states,OSS,1999,10.7112707460404
Pakistan,PAK,1999,0.652
Panama,PAN,1999,6.232
Peru,PER,1999,5.01
Philippines,PHL,1999,3.749
Papua New Guinea,PNG,1999,2.939
Poland,POL,1999,12.29
Pre-demographic dividend,PRE,1999,5.1118453310593
Puerto Rico (US),PRI,1999,11.81
"Korea, Dem. People's Rep.",PRK,1999,3.059
Portugal,PRT,1999,4.579
Paraguay,PRY,1999,5.343
West Bank and Gaza,PSE,1999,10.339
Pacific island small states,PSS,1999,4.31265730395665
Post-demographic dividend,PST,1999,7.11262690307494
French Polynesia,PYF,1999,11.703
Qatar,QAT,1999,0.87
Romania,ROU,1999,6.239
Russian Federation,RUS,1999,13.036
Rwanda,RWA,1999,11.627
South Asia,SAS,1999,7.20214307215913
Saudi Arabia,SAU,1999,4.346
Sudan,SDN,1999,15.387
Senegal,SEN,1999,2.684
Singapore,SGP,1999,4.85
Solomon Islands,SLB,1999,2.202
Sierra Leone,SLE,1999,4.195
El Salvador,SLV,1999,7.3
"Somalia, Fed. Rep.",SOM,1999,19.164
Serbia,SRB,1999,13.7
Sub-Saharan Africa (excluding high income),SSA,1999,6.77269347337332
South Sudan,SSD,1999,12.121
Sub-Saharan Africa,SSF,1999,6.45489286434596
Small states,SST,1999,10.4240196593673
Sao Tome and Principe,STP,1999,14.356
Suriname,SUR,1999,13.6
Slovak Republic,SVK,1999,16.099
Slovenia,SVN,1999,7.33
Sweden,SWE,1999,7.607
Eswatini,SWZ,1999,23.837
Syrian Arab Republic,SYR,1999,7.6
Chad,TCD,1999,0.752
East Asia & Pacific (IDA & IBRD countries),TEA,1999,3.47487110267778
Europe & Central Asia (IDA & IBRD countries),TEC,1999,11.9103803884924
Togo,TGO,1999,3.925
Thailand,THA,1999,2.968
Tajikistan,TJK,1999,4.45
Turkmenistan,TKM,1999,12.7
Latin America & the Caribbean (IDA & IBRD countries),TLA,1999,9.50003369718693
Timor-Leste,TLS,1999,3.463
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,1999,8.37584256401109
Tonga,TON,1999,3.712
South Asia (IDA & IBRD),TSA,1999,7.20214307215912
Sub-Saharan Africa (IDA & IBRD countries),TSS,1999,6.45489286434597
Trinidad and Tobago,TTO,1999,13.12
Tunisia,TUN,1999,15.21
Turkiye,TUR,1999,7.687
Tanzania,TZA,1999,3.215
Uganda,UGA,1999,3.468
Ukraine,UKR,1999,11.864
Upper middle income,UMC,1999,5.73691828999222
Uruguay,URY,1999,10.466
United States,USA,1999,4.219
Uzbekistan,UZB,1999,13.3
St. Vincent and the Grenadines,VCT,1999,20.531
"Venezuela, RB",VEN,1999,14.53
Virgin Islands (U.S.),VIR,1999,10.902
Viet Nam,VNM,1999,2.33
Vanuatu,VUT,1999,8.308
World,WLD,1999,6.28861473444324
Samoa,WSM,1999,4.49
"Yemen, Rep.",YEM,1999,11.46
South Africa,ZAF,1999,22.791
Zambia,ZMB,1999,12.495
Zimbabwe,ZWE,1999,6.0
Africa Eastern and Southern,AFE,2000,7.78831690275509
Afghanistan,AFG,2000,7.935
Africa Western and Central,AFW,2000,4.55111905984559
Angola,AGO,2000,16.682
Albania,ALB,2000,19.023
Arab World,ARB,2000,12.6274870577085
United Arab Emirates,ARE,2000,2.25
Argentina,ARG,2000,15.0
Armenia,ARM,2000,11.095
Australia,AUS,2000,6.288
Austria,AUT,2000,4.687
Azerbaijan,AZE,2000,11.78
Burundi,BDI,2000,3.129
Belgium,BEL,2000,6.586
Benin,BEN,2000,0.864
Burkina Faso,BFA,2000,2.679
Bangladesh,BGD,2000,3.27
Bulgaria,BGR,2000,16.218
Bahrain,BHR,2000,1.083
"Bahamas, The",BHS,2000,7.12
Bosnia and Herzegovina,BIH,2000,25.187
Belarus,BLR,2000,12.224
Belize,BLZ,2000,10.836
Bolivia,BOL,2000,2.447
Brazil,BRA,2000,10.889
Barbados,BRB,2000,9.35
Brunei Darussalam,BRN,2000,5.459
Bhutan,BTN,2000,1.66
Botswana,BWA,2000,15.88
Central African Republic,CAF,2000,5.362
Canada,CAN,2000,6.829
Central Europe and the Baltics,CEB,2000,12.1661215560372
Switzerland,CHE,2000,2.658
Channel Islands,CHI,2000,5.551
Chile,CHL,2000,10.491
China,CHN,2000,3.26
Cote d'Ivoire,CIV,2000,4.816
Cameroon,CMR,2000,7.536
"Congo, Dem. Rep.",COD,2000,3.234
"Congo, Rep.",COG,2000,19.87
Colombia,COL,2000,20.52
Comoros,COM,2000,4.398
Cabo Verde,CPV,2000,13.088
Costa Rica,CRI,2000,5.08
Caribbean small states,CSS,2000,11.7524596222052
Cuba,CUB,2000,5.45
Cyprus,CYP,2000,4.766
Czechia,CZE,2000,8.764
Germany,DEU,2000,7.917
Djibouti,DJI,2000,26.664
Denmark,DNK,2000,4.476
Dominican Republic,DOM,2000,6.432
Algeria,DZA,2000,29.77
East Asia & Pacific (excluding high income),EAP,2000,3.42330379281354
Early-demographic dividend,EAR,2000,7.11472249654015
East Asia & Pacific,EAS,2000,3.55420828634154
Europe & Central Asia (excluding high income),ECA,2000,10.7484483274832
Europe & Central Asia,ECS,2000,9.68992008060941
Ecuador,ECU,2000,4.8
"Egypt, Arab Rep.",EGY,2000,8.98
Euro area,EMU,2000,9.47224221882325
Eritrea,ERI,2000,5.608
Spain,ESP,2000,13.785
Estonia,EST,2000,13.36
Ethiopia,ETH,2000,3.5
European Union,EUU,2000,9.70649119804801
Fragile and conflict affected situations,FCS,2000,5.88813224341885
Finland,FIN,2000,11.134
Fiji,FJI,2000,4.7
France,FRA,2000,10.218
Gabon,GAB,2000,17.789
United Kingdom,GBR,2000,5.558
Georgia,GEO,2000,10.82
Ghana,GHA,2000,10.456
Guinea,GIN,2000,4.599
"Gambia, The",GMB,2000,9.787
Guinea-Bissau,GNB,2000,3.557
Equatorial Guinea,GNQ,2000,7.955
Greece,GRC,2000,11.345
Guatemala,GTM,2000,2.606
Guam,GUM,2000,15.32
Guyana,GUY,2000,11.93
High income,HIC,2000,7.02762965490002
"Hong Kong SAR, China",HKG,2000,4.92
Honduras,HND,2000,3.881
Heavily indebted poor countries (HIPC),HPC,2000,5.15456136215711
Croatia,HRV,2000,16.064
Haiti,HTI,2000,8.454
Hungary,HUN,2000,6.563
IBRD only,IBD,2000,6.55733674014356
IDA & IBRD total,IBT,2000,6.15636406177533
IDA total,IDA,2000,4.43736752604206
IDA blend,IDB,2000,3.87282545639613
Indonesia,IDN,2000,6.077
IDA only,IDX,2000,4.73854637649963
India,IND,2000,7.624
Ireland,IRL,2000,4.318
"Iran, Islamic Rep.",IRN,2000,11.696
Iraq,IRQ,2000,8.058
Iceland,ISL,2000,1.936
Israel,ISR,2000,11.102
Italy,ITA,2000,10.834
Jamaica,JAM,2000,6.762
Jordan,JOR,2000,13.7
Japan,JPN,2000,4.748
Kazakhstan,KAZ,2000,12.75
Kenya,KEN,2000,2.889
Kyrgyz Republic,KGZ,2000,1.858
Cambodia,KHM,2000,0.744
"Korea, Rep.",KOR,2000,4.063
Kuwait,KWT,2000,0.8
Latin America & Caribbean (excluding high income),LAC,2000,9.21166599301642
Lao PDR,LAO,2000,2.046
Lebanon,LBN,2000,8.603
Liberia,LBR,2000,2.231
Libya,LBY,2000,19.201
St. Lucia,LCA,2000,16.49
Latin America & Caribbean,LCN,2000,9.461823301645
Least developed countries: UN classification,LDC,2000,4.69621008348711
Low income,LIC,2000,5.42496284928014
Sri Lanka,LKA,2000,7.74
Lower middle income,LMC,2000,6.16304525135242
Low & middle income,LMY,2000,5.85745437733787
Lesotho,LSO,2000,16.227
Late-demographic dividend,LTE,2000,5.28526433408884
Lithuania,LTU,2000,15.931
Luxembourg,LUX,2000,2.345
Latvia,LVA,2000,14.211
"Macao SAR, China",MAC,2000,6.874
Morocco,MAR,2000,13.58
Moldova,MDA,2000,8.539
Madagascar,MDG,2000,5.8
Maldives,MDV,2000,1.97
"Middle East, North Africa, Afghanistan & Pakistan",MEA,2000,8.42365049272417
Mexico,MEX,2000,2.646
Middle income,MIC,2000,5.88369075893232
North Macedonia,MKD,2000,32.2
Mali,MLI,2000,1.414
Malta,MLT,2000,6.324
Myanmar,MMR,2000,0.717
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,2000,8.72688772666045
Montenegro,MNE,2000,30.609
Mongolia,MNG,2000,5.993
Mozambique,MOZ,2000,2.833
Mauritania,MRT,2000,10.033
Mauritius,MUS,2000,9.138
Malawi,MWI,2000,5.048
Malaysia,MYS,2000,3.0
North America,NAC,2000,4.27316817166147
Namibia,NAM,2000,20.3
New Caledonia,NCL,2000,17.984
Niger,NER,2000,1.431
Nigeria,NGA,2000,3.963
Nicaragua,NIC,2000,7.162
Netherlands,NLD,2000,2.725
Norway,NOR,2000,3.458
Nepal,NPL,2000,10.551
New Zealand,NZL,2000,6.13
OECD members,OED,2000,6.71539711222802
Oman,OMN,2000,4.331
Other small states,OSS,2000,11.0263212491537
Pakistan,PAK,2000,0.634
Panama,PAN,2000,6.264
Peru,PER,2000,4.958
Philippines,PHL,2000,3.767
Papua New Guinea,PNG,2000,2.92
Poland,POL,2000,14.928
Pre-demographic dividend,PRE,2000,5.14246869302464
Puerto Rico (US),PRI,2000,10.08
"Korea, Dem. People's Rep.",PRK,2000,3.05
Portugal,PRT,2000,3.806
Paraguay,PRY,2000,7.61
West Bank and Gaza,PSE,2000,10.625
Pacific island small states,PSS,2000,4.41758167634957
Post-demographic dividend,PST,2000,6.53497084664272
French Polynesia,PYF,2000,11.579
Qatar,QAT,2000,0.87
Romania,ROU,2000,6.969
Russian Federation,RUS,2000,10.581
Rwanda,RWA,2000,11.731
South Asia,SAS,2000,7.20741819718825
Saudi Arabia,SAU,2000,4.57
Sudan,SDN,2000,15.608
Senegal,SEN,2000,2.668
Singapore,SGP,2000,3.7
Solomon Islands,SLB,2000,2.45
Sierra Leone,SLE,2000,4.08
El Salvador,SLV,2000,6.96
"Somalia, Fed. Rep.",SOM,2000,18.98
Serbia,SRB,2000,12.6
Sub-Saharan Africa (excluding high income),SSA,2000,6.77607559206987
South Sudan,SSD,2000,12.325
Sub-Saharan Africa,SSF,2000,6.43551093234137
Small states,SST,2000,10.4312985611267
Sao Tome and Principe,STP,2000,14.4
Suriname,SUR,2000,12.983
Slovak Republic,SVK,2000,18.546
Slovenia,SVN,2000,6.92
Sweden,SWE,2000,5.466
Eswatini,SWZ,2000,24.502
Syrian Arab Republic,SYR,2000,9.587
Chad,TCD,2000,0.79
East Asia & Pacific (IDA & IBRD countries),TEA,2000,3.42896287038122
Europe & Central Asia (IDA & IBRD countries),TEC,2000,11.0252036761132
Togo,TGO,2000,4.174
Thailand,THA,2000,2.389
Tajikistan,TJK,2000,4.15
Turkmenistan,TKM,2000,11.666
Latin America & the Caribbean (IDA & IBRD countries),TLA,2000,9.54724386782
Timor-Leste,TLS,2000,3.477
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,2000,8.71795660306332
Tonga,TON,2000,4.12
South Asia (IDA & IBRD),TSA,2000,7.20741819718825
Sub-Saharan Africa (IDA & IBRD countries),TSS,2000,6.43551093234137
Trinidad and Tobago,TTO,2000,12.1
Tunisia,TUN,2000,14.94
Turkiye,TUR,2000,6.495
Tanzania,TZA,2000,3.127
Uganda,UGA,2000,3.529
Ukraine,UKR,2000,11.707
Upper middle income,UMC,2000,5.68997323027097
Uruguay,URY,2000,12.627
United States,USA,2000,3.992
Uzbekistan,UZB,2000,12.317
St. Vincent and the Grenadines,VCT,2000,20.794
"Venezuela, RB",VEN,2000,13.99
Virgin Islands (U.S.),VIR,2000,10.546
Viet Nam,VNM,2000,2.26
Vanuatu,VUT,2000,8.283
World,WLD,2000,6.12304074094227
Samoa,WSM,2000,4.734
"Yemen, Rep.",YEM,2000,11.557
South Africa,ZAF,2000,22.714
Zambia,ZMB,2000,12.93
Zimbabwe,ZWE,2000,5.684
Africa Eastern and Southern,AFE,2001,7.67695520899306
Afghanistan,AFG,2001,7.953
Africa Western and Central,AFW,2001,4.47997712328447
Angola,AGO,2001,16.7
Albania,ALB,2001,18.57
Arab World,ARB,2001,12.5058820000806
United Arab Emirates,ARE,2001,2.444
Argentina,ARG,2001,17.32
Armenia,ARM,2001,10.992
Australia,AUS,2001,6.747
Austria,AUT,2001,4.007
Azerbaijan,AZE,2001,10.91
Burundi,BDI,2001,3.15
Belgium,BEL,2001,6.178
Benin,BEN,2001,0.765
Burkina Faso,BFA,2001,2.74
Bangladesh,BGD,2001,3.61
Bulgaria,BGR,2001,19.921
Bahrain,BHR,2001,1.12
"Bahamas, The",BHS,2001,6.87
Bosnia and Herzegovina,BIH,2001,26.289
Belarus,BLR,2001,11.609
Belize,BLZ,2001,9.07
Bolivia,BOL,2001,2.636
Brazil,BRA,2001,10.649
Barbados,BRB,2001,9.85
Brunei Darussalam,BRN,2001,5.499
Bhutan,BTN,2001,1.9
Botswana,BWA,2001,18.54
Central African Republic,CAF,2001,5.405
Canada,CAN,2001,7.219
Central Europe and the Baltics,CEB,2001,13.5050590063258
Switzerland,CHE,2001,2.49
Channel Islands,CHI,2001,5.232
Chile,CHL,2001,10.39
China,CHN,2001,3.8
Cote d'Ivoire,CIV,2001,5.167
Cameroon,CMR,2001,7.46
"Congo, Dem. Rep.",COD,2001,3.239
"Congo, Rep.",COG,2001,19.877
Colombia,COL,2001,15.04
Comoros,COM,2001,4.377
Cabo Verde,CPV,2001,13.278
Costa Rica,CRI,2001,6.051
Caribbean small states,CSS,2001,11.1879650638686
Cuba,CUB,2001,4.08
Cyprus,CYP,2001,4.043
Czechia,CZE,2001,8.128
Germany,DEU,2001,7.773
Djibouti,DJI,2001,26.599
Denmark,DNK,2001,4.164
Dominican Republic,DOM,2001,7.262
Algeria,DZA,2001,27.3
East Asia & Pacific (excluding high income),EAP,2001,3.84548126641516
Early-demographic dividend,EAR,2001,7.20100761030258
East Asia & Pacific,EAS,2001,3.95674303523231
Europe & Central Asia (excluding high income),ECA,2001,10.6399597923014
Europe & Central Asia,ECS,2001,9.05974009819758
Ecuador,ECU,2001,4.252
"Egypt, Arab Rep.",EGY,2001,9.26
Euro area,EMU,2001,8.41873260562831
Eritrea,ERI,2001,5.678
Spain,ESP,2001,10.348
Estonia,EST,2001,13.134
Ethiopia,ETH,2001,3.176
European Union,EUU,2001,9.21023289249237
Fragile and conflict affected situations,FCS,2001,5.80264993621776
Finland,FIN,2001,10.29
Fiji,FJI,2001,4.695
France,FRA,2001,8.61
Gabon,GAB,2001,17.762
United Kingdom,GBR,2001,4.696
Georgia,GEO,2001,11.16
Ghana,GHA,2001,9.602
Guinea,GIN,2001,4.597
"Gambia, The",GMB,2001,9.708
Guinea-Bissau,GNB,2001,3.154
Equatorial Guinea,GNQ,2001,8.032
Greece,GRC,2001,10.764
Guatemala,GTM,2001,2.745
Guam,GUM,2001,13.213
Guyana,GUY,2001,11.806
High income,HIC,2001,6.87292707336238
"Hong Kong SAR, China",HKG,2001,5.09
Honduras,HND,2001,4.0
Heavily indebted poor countries (HIPC),HPC,2001,5.08284361969071
Croatia,HRV,2001,15.822
Haiti,HTI,2001,9.754
Hungary,HUN,2001,5.671
IBRD only,IBD,2001,6.70906109810062
IDA & IBRD total,IBT,2001,6.27401236486395
IDA total,IDA,2001,4.42897478791304
IDA blend,IDB,2001,3.77320553404109
Indonesia,IDN,2001,6.082
IDA only,IDX,2001,4.78021565904134
India,IND,2001,7.653
Ireland,IRL,2001,3.684
"Iran, Islamic Rep.",IRN,2001,12.36
Iraq,IRQ,2001,8.261
Iceland,ISL,2001,1.874
Israel,ISR,2001,11.812
Italy,ITA,2001,9.599
Jamaica,JAM,2001,6.646
Jordan,JOR,2001,14.7
Japan,JPN,2001,5.02
Kazakhstan,KAZ,2001,10.43
Kenya,KEN,2001,2.881
Kyrgyz Republic,KGZ,2001,1.95
Cambodia,KHM,2001,0.774
"Korea, Rep.",KOR,2001,3.699
Kuwait,KWT,2001,0.8
Latin America & Caribbean (excluding high income),LAC,2001,8.79177573811364
Lao PDR,LAO,2001,1.88
Lebanon,LBN,2001,8.464
Liberia,LBR,2001,2.294
Libya,LBY,2001,19.228
St. Lucia,LCA,2001,18.546
Latin America & Caribbean,LCN,2001,9.06712263436888
Least developed countries: UN classification,LDC,2001,4.73001281601625
Low income,LIC,2001,5.49325892517035
Sri Lanka,LKA,2001,7.9
Lower middle income,LMC,2001,6.19071653122749
Low & middle income,LMY,2001,6.01843188587325
Lesotho,LSO,2001,16.141
Late-demographic dividend,LTE,2001,5.46861267600564
Lithuania,LTU,2001,16.84
Luxembourg,LUX,2001,1.805
Latvia,LVA,2001,13.821
"Macao SAR, China",MAC,2001,6.393
Morocco,MAR,2001,12.46
Moldova,MDA,2001,7.366
Madagascar,MDG,2001,5.35
Maldives,MDV,2001,3.083
"Middle East, North Africa, Afghanistan & Pakistan",MEA,2001,8.43347969250442
Mexico,MEX,2001,2.627
Middle income,MIC,2001,6.0504921733429
North Macedonia,MKD,2001,30.52
Mali,MLI,2001,1.338
Malta,MLT,2001,7.107
Myanmar,MMR,2001,0.694
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,2001,8.72773359280116
Montenegro,MNE,2001,30.741
Mongolia,MNG,2001,6.111
Mozambique,MOZ,2001,2.839
Mauritania,MRT,2001,10.125
Mauritius,MUS,2001,9.14
Malawi,MWI,2001,5.209
Malaysia,MYS,2001,3.53
North America,NAC,2001,4.97961964201139
Namibia,NAM,2001,20.98
New Caledonia,NCL,2001,17.441
Niger,NER,2001,1.47
Nigeria,NGA,2001,3.91
Nicaragua,NIC,2001,7.203
Netherlands,NLD,2001,2.119
Norway,NOR,2001,3.738
Nepal,NPL,2001,10.504
New Zealand,NZL,2001,5.433
OECD members,OED,2001,6.61935054527954
Oman,OMN,2001,4.281
Other small states,OSS,2001,10.9520871210997
Pakistan,PAK,2001,0.629
Panama,PAN,2001,6.372
Peru,PER,2001,5.063
Philippines,PHL,2001,3.698
Papua New Guinea,PNG,2001,2.801
Poland,POL,2001,18.435
Pre-demographic dividend,PRE,2001,5.12822077808316
Puerto Rico (US),PRI,2001,11.4
"Korea, Dem. People's Rep.",PRK,2001,3.07
Portugal,PRT,2001,3.829
Paraguay,PRY,2001,6.206
West Bank and Gaza,PSE,2001,21.493
Pacific island small states,PSS,2001,4.52736511167007
Post-demographic dividend,PST,2001,6.38204713403136
French Polynesia,PYF,2001,11.664
Qatar,QAT,2001,0.87
Romania,ROU,2001,6.561
Russian Federation,RUS,2001,8.978
Rwanda,RWA,2001,11.76
South Asia,SAS,2001,7.26926147600098
Saudi Arabia,SAU,2001,4.618
Sudan,SDN,2001,15.568
Senegal,SEN,2001,2.7
Singapore,SGP,2001,3.76
Solomon Islands,SLB,2001,2.642
Sierra Leone,SLE,2001,4.154
El Salvador,SLV,2001,6.96
"Somalia, Fed. Rep.",SOM,2001,19.076
Serbia,SRB,2001,12.8
Sub-Saharan Africa (excluding high income),SSA,2001,6.70938197520792
South Sudan,SSD,2001,12.286
Sub-Saharan Africa,SSF,2001,6.34143297444931
Small states,SST,2001,10.2502729377571
Sao Tome and Principe,STP,2001,15.73
Suriname,SUR,2001,12.148
Slovak Republic,SVK,2001,19.148
Slovenia,SVN,2001,5.682
Sweden,SWE,2001,4.73
Eswatini,SWZ,2001,25.178
Syrian Arab Republic,SYR,2001,11.63
Chad,TCD,2001,0.787
East Asia & Pacific (IDA & IBRD countries),TEA,2001,3.85717166136865
Europe & Central Asia (IDA & IBRD countries),TEC,2001,10.7472838740452
Togo,TGO,2001,4.124
Thailand,THA,2001,2.6
Tajikistan,TJK,2001,3.75
Turkmenistan,TKM,2001,10.851
Latin America & the Caribbean (IDA & IBRD countries),TLA,2001,9.16163876964607
Timor-Leste,TLS,2001,3.363
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,2001,8.67272076903608
Tonga,TON,2001,4.48
South Asia (IDA & IBRD),TSA,2001,7.26926147600098
Sub-Saharan Africa (IDA & IBRD countries),TSS,2001,6.34143297444931
Trinidad and Tobago,TTO,2001,10.88
Tunisia,TUN,2001,14.4
Turkiye,TUR,2001,8.381
Tanzania,TZA,2001,2.994
Uganda,UGA,2001,3.52
Ukraine,UKR,2001,11.061
Upper middle income,UMC,2001,5.95232888272029
Uruguay,URY,2001,15.052
United States,USA,2001,4.731
Uzbekistan,UZB,2001,11.3
St. Vincent and the Grenadines,VCT,2001,21.1
"Venezuela, RB",VEN,2001,13.04
Virgin Islands (U.S.),VIR,2001,10.678
Viet Nam,VNM,2001,2.76
Vanuatu,VUT,2001,8.434
World,WLD,2001,6.20224785742248
Samoa,WSM,2001,4.96
"Yemen, Rep.",YEM,2001,11.724
South Africa,ZAF,2001,22.605
Zambia,ZMB,2001,13.415
Zimbabwe,ZWE,2001,5.318
Africa Eastern and Southern,AFE,2002,7.63233006754872
Afghanistan,AFG,2002,7.93
Africa Western and Central,AFW,2002,4.2858537189934
Angola,AGO,2002,16.488
Albania,ALB,2002,17.891
Arab World,ARB,2002,12.512529502018
United Arab Emirates,ARE,2002,2.661
Argentina,ARG,2002,19.59
Armenia,ARM,2002,10.833
Australia,AUS,2002,6.375
Austria,AUT,2002,4.852
Azerbaijan,AZE,2002,10.04
Burundi,BDI,2002,3.169
Belgium,BEL,2002,6.91
Benin,BEN,2002,0.69
Burkina Faso,BFA,2002,2.851
Bangladesh,BGD,2002,3.966
Bulgaria,BGR,2002,18.11
Bahrain,BHR,2002,1.139
"Bahamas, The",BHS,2002,9.05
Bosnia and Herzegovina,BIH,2002,27.312
Belarus,BLR,2002,10.908
Belize,BLZ,2002,10.04
Bolivia,BOL,2002,2.613
Brazil,BRA,2002,10.641
Barbados,BRB,2002,10.32
Brunei Darussalam,BRN,2002,5.575
Bhutan,BTN,2002,1.853
Botswana,BWA,2002,21.268
Central African Republic,CAF,2002,5.437
Canada,CAN,2002,7.665
Central Europe and the Baltics,CEB,2002,13.9571015257378
Switzerland,CHE,2002,2.924
Channel Islands,CHI,2002,5.507
Chile,CHL,2002,10.168
China,CHN,2002,4.24
Cote d'Ivoire,CIV,2002,5.474
Cameroon,CMR,2002,6.709
"Congo, Dem. Rep.",COD,2002,3.17
"Congo, Rep.",COG,2002,19.664
Colombia,COL,2002,14.481
Comoros,COM,2002,4.369
Cabo Verde,CPV,2002,13.397
Costa Rica,CRI,2002,6.396
Caribbean small states,CSS,2002,11.3094603641708
Cuba,CUB,2002,3.31
Cyprus,CYP,2002,3.336
Czechia,CZE,2002,7.28
Germany,DEU,2002,8.482
Djibouti,DJI,2002,26.59
Denmark,DNK,2002,4.274
Dominican Republic,DOM,2002,6.779
Algeria,DZA,2002,25.9
East Asia & Pacific (excluding high income),EAP,2002,4.15890418582549
Early-demographic dividend,EAR,2002,7.44663197295669
East Asia & Pacific,EAS,2002,4.25600174706397
Europe & Central Asia (excluding high income),ECA,2002,10.6903128740959
Europe & Central Asia,ECS,2002,9.07711633146445
Ecuador,ECU,2002,4.836
"Egypt, Arab Rep.",EGY,2002,10.01
Euro area,EMU,2002,8.67989167075215
Eritrea,ERI,2002,5.708
Spain,ESP,2002,11.146
Estonia,EST,2002,10.026
Ethiopia,ETH,2002,3.06
European Union,EUU,2002,9.56474012915663
Fragile and conflict affected situations,FCS,2002,5.77082847201375
Finland,FIN,2002,10.423
Fiji,FJI,2002,4.769
France,FRA,2002,8.702
Gabon,GAB,2002,17.351
United Kingdom,GBR,2002,5.037
Georgia,GEO,2002,12.59
Ghana,GHA,2002,8.695
Guinea,GIN,2002,4.549
"Gambia, The",GMB,2002,10.079
Guinea-Bissau,GNB,2002,3.181
Equatorial Guinea,GNQ,2002,8.09
Greece,GRC,2002,10.346
Guatemala,GTM,2002,2.747
Guam,GUM,2002,11.39
Guyana,GUY,2002,11.81
High income,HIC,2002,7.19427308148729
"Hong Kong SAR, China",HKG,2002,7.28
Honduras,HND,2002,4.02
Heavily indebted poor countries (HIPC),HPC,2002,5.04907920082407
Croatia,HRV,2002,15.053
Haiti,HTI,2002,11.046
Hungary,HUN,2002,5.608
IBRD only,IBD,2002,6.9284161843995
IDA & IBRD total,IBT,2002,6.44386319273026
IDA total,IDA,2002,4.41008767057407
IDA blend,IDB,2002,3.58269986998492
Indonesia,IDN,2002,6.604
IDA only,IDX,2002,4.8534318024416
India,IND,2002,7.753
Ireland,IRL,2002,4.216
"Iran, Islamic Rep.",IRN,2002,12.8
Iraq,IRQ,2002,8.621
Iceland,ISL,2002,2.988
Israel,ISR,2002,12.888
Italy,ITA,2002,9.211
Jamaica,JAM,2002,6.619
Jordan,JOR,2002,15.3
Japan,JPN,2002,5.386
Kazakhstan,KAZ,2002,9.33
Kenya,KEN,2002,2.919
Kyrgyz Republic,KGZ,2002,2.065
Cambodia,KHM,2002,0.852
"Korea, Rep.",KOR,2002,3.046
Kuwait,KWT,2002,1.1
Latin America & Caribbean (excluding high income),LAC,2002,9.00182206115519
Lao PDR,LAO,2002,1.775
Lebanon,LBN,2002,8.229
Liberia,LBR,2002,2.318
Libya,LBY,2002,19.247
St. Lucia,LCA,2002,20.39
Latin America & Caribbean,LCN,2002,9.40654864245774
Least developed countries: UN classification,LDC,2002,4.82174153665723
Low income,LIC,2002,5.47555115769584
Sri Lanka,LKA,2002,8.76
Lower middle income,LMC,2002,6.21212246617542
Low & middle income,LMY,2002,6.21042591601952
Lesotho,LSO,2002,16.137
Late-demographic dividend,LTE,2002,5.65373560300308
Lithuania,LTU,2002,13.008
Luxembourg,LUX,2002,2.621
Latvia,LVA,2002,13.829
"Macao SAR, China",MAC,2002,6.267
Morocco,MAR,2002,11.59
Moldova,MDA,2002,6.845
Madagascar,MDG,2002,5.502
Maldives,MDV,2002,4.148
"Middle East, North Africa, Afghanistan & Pakistan",MEA,2002,8.49640444104174
Mexico,MEX,2002,3.003
Middle income,MIC,2002,6.25572400756497
North Macedonia,MKD,2002,31.94
Mali,MLI,2002,1.364
Malta,MLT,2002,6.902
Myanmar,MMR,2002,0.69
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,2002,8.75769176433919
