Country Name,Country Code,Year,gdp
Haiti,HTI,1972,371998958.402916
Hungary,HUN,1972,7379313742.13684
IBRD only,IBD,1972,723867961772.54
IDA & IBRD total,IBT,1972,821216194535.88
IDA total,IDA,1972,94402755414.2018
IDA blend,IDB,1972,34165678728.5156
Indonesia,IDN,1972,10997590361.4458
IDA only,IDX,1972,61094751278.1447
India,IND,1972,71464700666.9869
Ireland,IRL,1972,6318060582.21873
"Iran, Islamic Rep.",IRN,1972,17153463263.1023
Iraq,IRQ,1972,4113848002.40312
Iceland,ISL,1972,839652164.06073
Israel,ISR,1972,9222557538.58382
Italy,ITA,1972,145594833997.344
Jamaica,JAM,1972,1875146587.4443
Jordan,JOR,1972,788479684.608126
Japan,JPN,1972,324933841268.585
Kenya,KEN,1972,2107279157.08834
Kiribati,KIR,1972,15314346.4925323
St. Kitts and Nevis,KNA,1972,22944849.1155047
"Korea, Rep.",KOR,1972,10862211760.8252
Kuwait,KWT,1972,4450537925.33189
Latin America & Caribbean (excluding high income),LAC,1972,179391198045.739
Liberia,LBR,1972,368098000.0
Libya,LBY,1972,6299395543.96301
Latin America & Caribbean,LCN,1972,220179098460.07
Least developed countries: UN classification,LDC,1972,51366723050.5016
Low income,LIC,1972,27674259449.619
Liechtenstein,LIE,1972,124940289.32382
Sri Lanka,LKA,1972,2553936348.40871
Lower middle income,LMC,1972,170017126449.318
Low & middle income,LMY,1972,625310920337.914
Lesotho,LSO,1972,80913200.4292822
Late-demographic dividend,LTE,1972,431418432594.572
Luxembourg,LUX,1972,1901697369.62698
Morocco,MAR,1972,5074117544.77482
Monaco,MCO,1972,402451900.821288
Madagascar,MDG,1972,1341590690.41365
Maldives,MDV,1972,25177137.5286041
"Middle East, North Africa, Afghanistan & Pakistan",MEA,1972,93296927794.6389
Mexico,MEX,1972,45200000000.0
Marshall Islands,MHL,1972,9973652.0
Middle income,MIC,1972,599975140826.797
Mali,MLI,1972,486617280.255549
Malta,MLT,1972,295106628.339343
Myanmar,MMR,1972,662213082.741535
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,1972,67256893586.3602
Mauritania,MRT,1972,391669449.290746
Mauritius,MUS,1972,318664899.637091
Malaysia,MYS,1972,5043347250.41815
North America,NAC,1972,1392809248873.62
New Caledonia,NCL,1972,506808996.694661
Niger,NER,1972,742779660.818693
Nigeria,NGA,1972,12274416017.7976
Nicaragua,NIC,1972,878570045.450998
Netherlands,NLD,1972,54787070173.0294
Norway,NOR,1972,17358610849.701
Nepal,NPL,1972,1024098400.35619
Nauru,NRU,1972,21734268.6915888
New Zealand,NZL,1972,9567331064.65727
OECD members,OED,1972,3088651560255.96
Oman,OMN,1972,366883548.347591
Pakistan,PAK,1972,9415016359.56604
Panama,PAN,1972,1673411700.0
Peru,PER,1972,9189413409.28138
Philippines,PHL,1972,9067815521.3262
Palau,PLW,1972,13956474.0
Papua New Guinea,PNG,1972,858761926.08968
Pre-demographic dividend,PRE,1972,55119582623.8776
Puerto Rico (US),PRI,1972,6328900000.0
Portugal,PRT,1972,11239117865.0852
Paraguay,PRY,1972,769039682.539683
Pacific island small states,PSS,1972,565885771.690898
Post-demographic dividend,PST,1972,3016901416924.38
French Polynesia,PYF,1972,326433558.076079
Qatar,QAT,1972,510262500.1767
Rwanda,RWA,1972,246457838.336681
South Asia,SAS,1972,81426298286.7553
Saudi Arabia,SAU,1972,9664267086.60323
Sudan,SDN,1972,2483055722.23738
Senegal,SEN,1972,1620857103.53492
Singapore,SGP,1972,2721440980.75851
Solomon Islands,SLB,1972,40606712.050639
Sierra Leone,SLE,1972,465254681.64794
El Salvador,SLV,1972,1263720000.0
"Somalia, Fed. Rep.",SOM,1972,447883941.190165
Sub-Saharan Africa (excluding high income),SSA,1972,82103059258.1776
Sub-Saharan Africa,SSF,1972,85738836641.1666
Small states,SST,1972,6314343372.26546
Sao Tome and Principe,STP,1972,41430256.8067496
Suriname,SUR,1972,311950000.0
Sweden,SWE,1972,48883734671.5941
Eswatini,SWZ,1972,146736479.235097
Seychelles,SYC,1972,30645122.9204727
Syrian Arab Republic,SYR,1972,3059681697.61273
Chad,TCD,1972,585427546.798272
East Asia & Pacific (IDA & IBRD countries),TEA,1972,155359237838.582
Togo,TGO,1972,474043921.843537
Thailand,THA,1972,8177873151.04224
Latin America & the Caribbean (IDA & IBRD countries),TLA,1972,204032859297.167
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,1972,66728372393.0136
South Asia (IDA & IBRD),TSA,1972,81426298286.7554
Sub-Saharan Africa (IDA & IBRD countries),TSS,1972,85738836641.1667
Trinidad and Tobago,TTO,1972,1083391757.89486
Tunisia,TUN,1972,2237556148.51085
Turkiye,TUR,1972,20650000000.0
Tuvalu,TUV,1972,2968457.94392523
Tanzania,TZA,1972,3472787266.0964
Uganda,UGA,1972,1490970180.59639
Upper middle income,UMC,1972,429719753972.822
Uruguay,URY,1972,2189418688.80408
United States,USA,1972,1279110000000.0
St. Vincent and the Grenadines,VCT,1972,27585804.8653032
"Venezuela, RB",VEN,1972,13977727272.7273
World,WLD,1972,3833708718081.18
Samoa,WSM,1972,62566116.3754812
South Africa,ZAF,1972,24515919216.8851
Zambia,ZMB,1972,1872416680.07912
Zimbabwe,ZWE,1972,2677729615.60641
Africa Eastern and Southern,AFE,1973,73096340026.7834
Africa Western and Central,AFW,1973,36891334761.3687
Andorra,AND,1973,150841639.297444
Arab World,ARB,1973,79125367985.0426
United Arab Emirates,ARE,1973,4231243615.86089
Argentina,ARG,1973,52544000116.9037
Australia,AUS,1973,63833440102.4984
Austria,AUT,1973,29399860144.7748
Burundi,BDI,1973,304339523.902476
Belgium,BEL,1973,47743801490.3747
Benin,BEN,1973,504376074.185709
Burkina Faso,BFA,1973,674773569.877548
Bangladesh,BGD,1973,8086725729.3407
Bahrain,BHR,1973,761132545.104221
"Bahamas, The",BHS,1973,670900000.0
Belize,BLZ,1973,78214767.8301496
Bermuda,BMU,1973,269500000.0
Bolivia,BOL,1973,1263600000.0
Brazil,BRA,1973,83592275862.9982
Barbados,BRB,1973,260767827.621284
Brunei Darussalam,BRN,1973,433095526.686136
Bhutan,BTN,1973,78900289.3165483
Botswana,BWA,1973,244124164.042218
Central African Republic,CAF,1973,271183082.043062
Canada,CAN,1973,131764343565.643
Switzerland,CHE,1973,49550006319.5147
Chile,CHL,1973,17237336172.7878
China,CHN,1973,138764340892.0
Cote d'Ivoire,CIV,1973,2508421426.17572
Cameroon,CMR,1973,1901393361.02282
"Congo, Dem. Rep.",COD,1973,7870239461.07784
"Congo, Rep.",COG,1973,541973362.610423
Colombia,COL,1973,10315760000.3394
Costa Rica,CRI,1973,1528925846.25467
Caribbean small states,CSS,1973,3173389131.65134
Cuba,CUB,1973,9987709650.18094
Germany,DEU,1973,399833571167.215
Denmark,DNK,1973,30718181337.3006
Dominican Republic,DOM,1973,2344800000.0
Algeria,DZA,1973,8707858912.12481
East Asia & Pacific (excluding high income),EAP,1973,195616567916.783
Early-demographic dividend,EAR,1973,451102947058.72
East Asia & Pacific,EAS,1973,751719256657.678
Europe & Central Asia,ECS,1973,1757574912223.31
Ecuador,ECU,1973,3891754150.23796
"Egypt, Arab Rep.",EGY,1973,10098534613.4411
Euro area,EMU,1973,1147307562115.3
Spain,ESP,1973,78583355225.5854
Ethiopia,ETH,1973,4070570549.8642
European Union,EUU,1973,1286150981000.53
Fragile and conflict affected situations,FCS,1973,102273453077.392
Finland,FIN,1973,19474098335.1486
Fiji,FJI,1973,425950487.519894
France,FRA,1973,262343828815.557
Faroe Islands,FRO,1973,161236465.823622
"Micronesia, Fed. Sts.",FSM,1973,34821467.0
Gabon,GAB,1973,722780701.295854
United Kingdom,GBR,1973,192537971582.558
Ghana,GHA,1973,3006766758.43977
Guinea,GIN,1973,5152080387.55572
"Gambia, The",GMB,1973,75187749.0961317
Guinea-Bissau,GNB,1973,232331281.355932
Equatorial Guinea,GNQ,1973,81203226.9138345
Greece,GRC,1973,22037019562.7158
Greenland,GRL,1973,140153748.243656
Guatemala,GTM,1973,2569200100.0
Guyana,GUY,1973,307047619.047619
High income,HIC,1973,3870550762951.24
"Hong Kong SAR, China",HKG,1973,8030117555.62033
Honduras,HND,1973,912499493.750253
Heavily indebted poor countries (HIPC),HPC,1973,54315207581.1575
Haiti,HTI,1973,466798973.042259
Hungary,HUN,1973,9138292402.1882
IBRD only,IBD,1973,938516391021.712
IDA & IBRD total,IBT,1973,1049543911462.72
IDA total,IDA,1973,109696013803.361
IDA blend,IDB,1973,37106245242.587
Indonesia,IDN,1973,16273253012.0482
IDA only,IDX,1973,73924958967.7324
India,IND,1973,85517673172.5513
Ireland,IRL,1973,7481173065.79201
"Iran, Islamic Rep.",IRN,1973,27081698249.5137
Iraq,IRQ,1973,5134367778.1446
Iceland,ISL,1973,1154440252.96794
Israel,ISR,1973,11902574258.9313
Italy,ITA,1973,175896529392.229
Jamaica,JAM,1973,1905917553.19149
Jordan,JOR,1973,943783839.718052
Japan,JPN,1973,441460582535.921
Kenya,KEN,1973,2509001324.34591
Kiribati,KIR,1973,25645040.4712955
St. Kitts and Nevis,KNA,1973,24196018.3767228
"Korea, Rep.",KOR,1973,13876472208.2678
Kuwait,KWT,1973,5408804607.3129
Latin America & Caribbean (excluding high income),LAC,1973,240180591104.54
Liberia,LBR,1973,386968300.0
Libya,LBY,1973,8625889429.58277
Latin America & Caribbean,LCN,1973,292932303552.376
Least developed countries: UN classification,LDC,1973,62511857487.94
Low income,LIC,1973,33093613692.8755
Liechtenstein,LIE,1973,165928881.55552
Sri Lanka,LKA,1973,2875625000.0
Lower middle income,LMC,1973,199989339383.48
Low & middle income,LMY,1973,797300198123.76
Lesotho,LSO,1973,121188715.759865
Late-demographic dividend,LTE,1973,560437969519.295
Luxembourg,LUX,1973,2609875802.11136
Morocco,MAR,1973,6242145880.08876
Monaco,MCO,1973,523554039.203208
Madagascar,MDG,1973,1653062335.00286
Maldives,MDV,1973,30862041.60401
"Middle East, North Africa, Afghanistan & Pakistan",MEA,1973,121486691403.807
Mexico,MEX,1973,55280000000.0
Marshall Islands,MHL,1973,11607366.0
Middle income,MIC,1973,766691873388.828
Mali,MLI,1973,563683703.304705
Malta,MLT,1973,345616105.882558
Myanmar,MMR,1973,719754655.358964
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,1973,82948300158.0386
Mauritania,MRT,1973,493237876.273031
Mauritius,MUS,1973,404285775.079719
Malaysia,MYS,1973,7662902677.9027
North America,NAC,1973,1557409843565.64
New Caledonia,NCL,1973,542293399.862618
Niger,NER,1973,946385105.193732
Nigeria,NGA,1973,15162871287.1287
Nicaragua,NIC,1973,1092900014.79168
Netherlands,NLD,1973,71946639602.7117
Norway,NOR,1973,22534253702.8686
Nepal,NPL,1973,972101724.995368
Nauru,NRU,1973,26529816.7841127
New Zealand,NZL,1973,12802281897.8712
OECD members,OED,1973,3739158066406.54
Oman,OMN,1973,483066990.612417
Pakistan,PAK,1973,6383429490.21091
Panama,PAN,1973,1913793400.0
Peru,PER,1973,10994381895.1161
Philippines,PHL,1973,11412449735.3056
Palau,PLW,1973,15331889.0
Papua New Guinea,PNG,1973,1299079410.43638
Pre-demographic dividend,PRE,1973,67923514052.7714
Puerto Rico (US),PRI,1973,7002400000.0
Portugal,PRT,1973,15090564186.4268
Paraguay,PRY,1973,995531746.031746
Pacific island small states,PSS,1973,757316230.701195
Post-demographic dividend,PST,1973,3649145197746.17
French Polynesia,PYF,1973,431252938.061046
Qatar,QAT,1973,793885559.971313
Rwanda,RWA,1973,290746157.145921
South Asia,SAS,1973,97561887957.8079
Saudi Arabia,SAU,1973,14947435499.323
Sudan,SDN,1973,3077254460.30228
Senegal,SEN,1973,1863398590.4556
Singapore,SGP,1973,3696213333.33333
Solomon Islands,SLB,1973,55272108.8435374
Sierra Leone,SLE,1973,575471813.72549
El Salvador,SLV,1973,1442320000.0
"Somalia, Fed. Rep.",SOM,1973,483699610.602563
Sub-Saharan Africa (excluding high income),SSA,1973,105104652297.672
Sub-Saharan Africa,SSF,1973,109294364293.579
Small states,SST,1973,7925009632.22788
Sao Tome and Principe,STP,1973,56011244.7398414
Suriname,SUR,1973,339450000.0
Sweden,SWE,1973,59319523962.1734
Eswatini,SWZ,1973,221915127.550763
Seychelles,SYC,1973,36896280.4764104
Syrian Arab Republic,SYR,1973,3239487516.42576
Chad,TCD,1973,647199482.982537
East Asia & Pacific (IDA & IBRD countries),TEA,1973,195413149940.391
Togo,TGO,1973,574030983.980053
Thailand,THA,1973,10838587357.7466
Latin America & the Caribbean (IDA & IBRD countries),TLA,1973,273820977964.151
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,1973,82296472036.817
South Asia (IDA & IBRD),TSA,1973,97561887957.808
Sub-Saharan Africa (IDA & IBRD countries),TSS,1973,109294364293.579
Trinidad and Tobago,TTO,1973,1308785430.53591
Tunisia,TUN,1973,2730813385.32624
Turkiye,TUR,1973,26000000000.0
Tuvalu,TUV,1973,3411915.43882127
Tanzania,TZA,1973,4144104535.49655
Uganda,UGA,1973,1701829789.02127
Upper middle income,UMC,1973,566524037755.912
Uruguay,URY,1973,3964296443.35254
United States,USA,1973,1425376000000.0
St. Vincent and the Grenadines,VCT,1973,30165081.0858817
"Venezuela, RB",VEN,1973,17035581395.3488
World,WLD,1973,4688479153647.36
Samoa,WSM,1973,82452985.3658537
South Africa,ZAF,1973,33262772008.1446
Zambia,ZMB,1973,2434255236.99935
Zimbabwe,ZWE,1973,3309353866.46375
Africa Eastern and Southern,AFE,1974,89551627351.3306
Africa Western and Central,AFW,1974,49688193509.1868
Andorra,AND,1974,186557081.998137
Arab World,ARB,1974,152188729578.375
United Arab Emirates,ARE,1974,11651505689.4244
Argentina,ARG,1974,72436777342.4554
Australia,AUS,1974,88965364775.2395
Austria,AUT,1974,35051468639.576
Burundi,BDI,1974,345263492.063492
Belgium,BEL,1974,56033077879.0389
Benin,BEN,1974,554654860.702577
Burkina Faso,BFA,1974,751133430.449301
Bangladesh,BGD,1974,12512460519.7088
Bahrain,BHR,1974,1042176883.51827
"Bahamas, The",BHS,1974,632400000.0
Belize,BLZ,1974,103160450.445869
Bermuda,BMU,1974,312600000.0
Bolivia,BOL,1974,2101300000.0
Brazil,BRA,1974,109794519727.538
Barbados,BRB,1974,311804629.873599
Brunei Darussalam,BRN,1974,2319576214.21329
Bhutan,BTN,1974,92901784.4986973
Botswana,BWA,1974,306044207.530203
Central African Republic,CAF,1974,281398705.570596
Canada,CAN,1974,160949188139.059
Switzerland,CHE,1974,57103011445.6416
Chile,CHL,1974,16584311220.1384
China,CHN,1974,144418433058.472
Cote d'Ivoire,CIV,1974,3070152309.21903
Cameroon,CMR,1974,2157415532.54796
"Congo, Dem. Rep.",COD,1974,9596960179.64072
"Congo, Rep.",COG,1974,585364634.473977
Colombia,COL,1974,12370029583.6419
Costa Rica,CRI,1974,1666544754.09836
Caribbean small states,CSS,1974,4201310614.82803
Cuba,CUB,1974,11405957317.0732
Germany,DEU,1974,446934971657.471
Denmark,DNK,1974,34125712480.9267
Dominican Republic,DOM,1974,2925700000.0
Algeria,DZA,1974,13209871625.9044
East Asia & Pacific (excluding high income),EAP,1974,221665588687.631
Early-demographic dividend,EAR,1974,632456184321.232
East Asia & Pacific,EAS,1974,867264391796.18
Europe & Central Asia,ECS,1974,1986200385199.49
Ecuador,ECU,1974,6599257044.12414
"Egypt, Arab Rep.",EGY,1974,9228963224.60004
Euro area,EMU,1974,1301008237222.79
Spain,ESP,1974,97204522642.0536
Ethiopia,ETH,1974,4577209966.18358
European Union,EUU,1974,1455944556413.31
Fragile and conflict affected situations,FCS,1974,153952357185.131
Finland,FIN,1974,24851036710.2568
Fiji,FJI,1974,558587097.382833
France,FRA,1974,283102178123.295
Faroe Islands,FRO,1974,196771070.895339
"Micronesia, Fed. Sts.",FSM,1974,46095175.0
Gabon,GAB,1974,1544216001.66059
United Kingdom,GBR,1974,206131369798.971
Ghana,GHA,1974,2894409937.8882
Guinea,GIN,1974,5691417541.33871
"Gambia, The",GMB,1974,95796021.6888272
Guinea-Bissau,GNB,1974,256769730.263158
Equatorial Guinea,GNQ,1974,94159862.7073691
Greece,GRC,1974,24998715909.0909
Greenland,GRL,1974,169918948.629182
Guatemala,GTM,1974,3161499900.0
Guyana,GUY,1974,433954545.454545
High income,HIC,1974,4377440169545.27
"Hong Kong SAR, China",HKG,1974,9388695366.84578
Honduras,HND,1974,1034500000.0
Heavily indebted poor countries (HIPC),HPC,1974,64025607508.7125
Haiti,HTI,1974,565399321.520814
Hungary,HUN,1974,10016338178.9993
IBRD only,IBD,1974,1187616875991.06
IDA & IBRD total,IBT,1974,1334355432778.77
IDA total,IDA,1974,144031296550.277
IDA blend,IDB,1974,52752031151.009
Indonesia,IDN,1974,25802409638.5542
IDA only,IDX,1974,92506250038.9095
India,IND,1974,99526597933.6331
Ireland,IRL,1974,7896860614.98803
"Iran, Islamic Rep.",IRN,1974,46209092072.1331
Iraq,IRQ,1974,11516762614.2906
Iceland,ISL,1974,1515190595.29765
Israel,ISR,1974,17172607138.122
Italy,ITA,1974,200024444775.231
Jamaica,JAM,1974,2375122375.12238
Jordan,JOR,1974,1197483948.68547
Japan,JPN,1974,490035789970.299
Kenya,KEN,1974,2969958812.01648
Kiribati,KIR,1974,69256488.5160763
St. Kitts and Nevis,KNA,1974,31514856.3078422
"Korea, Rep.",KOR,1974,19543973941.3681
Kuwait,KWT,1974,13006948296.2705
Latin America & Caribbean (excluding high income),LAC,1974,315870516607.109
Liberia,LBR,1974,486955000.0
Libya,LBY,1974,15112543717.1298
Latin America & Caribbean,LCN,1974,379575378914.817
Least developed countries: UN classification,LDC,1974,77862807351.5837
Low income,LIC,1974,41406539934.88
Liechtenstein,LIE,1974,193980464.882101
Sri Lanka,LKA,1974,3574586466.16541
Lower middle income,LMC,1974,247385630099.728
Low & middle income,LMY,1974,1015046715433.57
Lesotho,LSO,1974,150851316.52727
Late-demographic dividend,LTE,1974,673328236697.381
Luxembourg,LUX,1974,3183637116.81856
Morocco,MAR,1974,7675466449.35531
Monaco,MCO,1974,563949254.114034
Madagascar,MDG,1974,1917508190.04689
Maldives,MDV,1974,39120171.2468193
"Middle East, North Africa, Afghanistan & Pakistan",MEA,1974,220685922800.482
Mexico,MEX,1974,72000000000.0
Marshall Islands,MHL,1974,15217532.0
Middle income,MIC,1974,976640034994.617
Mali,MLI,1974,538747339.956033
Malta,MLT,1974,376081124.273469
Myanmar,MMR,1974,1225589878.06809
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,1974,127536402529.714
Mauritania,MRT,1974,613010552.500776
Mauritius,MUS,1974,669894029.624369
Malaysia,MYS,1974,9496204301.74981
North America,NAC,1974,1706504788139.06
New Caledonia,NCL,1974,637403478.492486
Niger,NER,1974,1026137110.89309
Nigeria,NGA,1974,24846641318.1242
Nicaragua,NIC,1974,1521400011.53463
Netherlands,NLD,1974,87371810804.1643
Norway,NOR,1974,27145693810.1341
Nepal,NPL,1974,1217953546.97604
Nauru,NRU,1974,35994511.422255
New Zealand,NZL,1974,13940981798.1247
OECD members,OED,1974,4194091413508.72
Oman,OMN,1974,1645917776.49102
Pakistan,PAK,1974,8899191919.19192
Panama,PAN,1974,2188307600.0
Peru,PER,1974,13858441211.4692
Philippines,PHL,1974,15607882555.2916
Palau,PLW,1974,16848759.0
Papua New Guinea,PNG,1974,1467417672.17002
Pre-demographic dividend,PRE,1974,93626660152.4318
Puerto Rico (US),PRI,1974,7684800000.0
Portugal,PRT,1974,17512391475.9274
Paraguay,PRY,1974,1333475396.8254
Pacific island small states,PSS,1974,1027747649.55854
Post-demographic dividend,PST,1974,4076782293104.47
French Polynesia,PYF,1974,555340842.860311
Qatar,QAT,1974,2401403227.44085
Rwanda,RWA,1974,308458423.183854
South Asia,SAS,1974,116963620422.229
Saudi Arabia,SAU,1974,45412957746.4789
Sudan,SDN,1974,3958931659.84759
Senegal,SEN,1974,2099325228.95651
Singapore,SGP,1974,5221534955.64418
Solomon Islands,SLB,1974,84539332.282562
Sierra Leone,SLE,1974,648940350.877193
El Salvador,SLV,1974,1665880000.0
"Somalia, Fed. Rep.",SOM,1974,572504035.901509
Sub-Saharan Africa (excluding high income),SSA,1974,133972356531.742
Sub-Saharan Africa,SSF,1974,138660451590.258
Small states,SST,1974,12630646182.7671
Sao Tome and Principe,STP,1974,57817591.4570048
Suriname,SUR,1974,409850000.0
Sweden,SWE,1974,65918391224.0393
Eswatini,SWZ,1974,264320940.959002
Seychelles,SYC,1974,43134496.1645367
Syrian Arab Republic,SYR,1974,5159557147.50895
Chad,TCD,1974,652532795.084805
East Asia & Pacific (IDA & IBRD countries),TEA,1974,221440713584.624
Togo,TGO,1974,791450308.362944
Thailand,THA,1974,13702998512.4492
Latin America & the Caribbean (IDA & IBRD countries),TLA,1974,357975020924.11
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,1974,126534190145.736
South Asia (IDA & IBRD),TSA,1974,116963620422.229
Sub-Saharan Africa (IDA & IBRD countries),TSS,1974,138660451590.258
Trinidad and Tobago,TTO,1974,2042001070.5079
Tunisia,TUN,1974,3545868575.14639
Turkiye,TUR,1974,35414285714.2857
Tuvalu,TUV,1974,4122328.66617539
Tanzania,TZA,1974,4977337978.35959
Uganda,UGA,1974,2098944967.20844
Upper middle income,UMC,1974,729080770989.394
Uruguay,URY,1974,4090209681.97172
United States,USA,1974,1545243000000.0
St. Vincent and the Grenadines,VCT,1974,32923702.7281866
"Venezuela, RB",VEN,1974,26100930232.5581
World,WLD,1974,5419268099653.94
Samoa,WSM,1974,93549610.93343
South Africa,ZAF,1974,41389186094.5992
Zambia,ZMB,1974,2910981262.10018
Zimbabwe,ZWE,1974,3982161720.63714
Africa Eastern and Southern,AFE,1975,95312337397.3043
Africa Western and Central,AFW,1975,57280847676.038
Andorra,AND,1975,220112572.205331
Arab World,ARB,1975,168158579114.656
United Arab Emirates,ARE,1975,14720728248.5355
Argentina,ARG,1975,52438647921.9226
Australia,AUS,1975,97304383449.406
Austria,AUT,1975,39902300703.1682
Burundi,BDI,1975,420986666.666667
Belgium,BEL,1975,65678189097.2908
Benin,BEN,1975,676870140.341529
Burkina Faso,BFA,1975,939972703.463021
Bangladesh,BGD,1975,19448348073.4565
Bahrain,BHR,1975,1099107600.50569
"Bahamas, The",BHS,1975,596200000.0
Belize,BLZ,1975,118194026.251574
Bermuda,BMU,1975,345000000.0
Bolivia,BOL,1975,2405900000.0
Brazil,BRA,1975,129203555238.827
Barbados,BRB,1975,402178605.019554
Brunei Darussalam,BRN,1975,2496420257.54042
Bhutan,BTN,1975,86820762.4931172
Botswana,BWA,1975,355168571.536751
Central African Republic,CAF,1975,378660016.265936
Canada,CAN,1975,174419757176.563
Switzerland,CHE,1975,65466081819.2384
Chile,CHL,1975,7812161793.11971
China,CHN,1975,163687619735.857
Cote d'Ivoire,CIV,1975,3893839190.26806
Cameroon,CMR,1975,2857037371.05886
"Congo, Dem. Rep.",COD,1975,10237343173.6527
"Congo, Rep.",COG,1975,767102680.239967
Colombia,COL,1975,13098633901.8673
Costa Rica,CRI,1975,1960863465.5776
Caribbean small states,CSS,1975,4819825581.33935
Cuba,CUB,1975,13027415243.9024
Cyprus,CYP,1975,489912574.305146
Germany,DEU,1975,492434094920.105
Denmark,DNK,1975,40418967665.5877
Dominican Republic,DOM,1975,3599200000.0
Algeria,DZA,1975,15557902754.033
East Asia & Pacific (excluding high income),EAP,1975,248772601176.036
Early-demographic dividend,EAR,1975,677106305105.449
East Asia & Pacific,EAS,1975,949128592113.462
Europe & Central Asia,ECS,1975,2318908599167.95
Ecuador,ECU,1975,7731674472.07212
"Egypt, Arab Rep.",EGY,1975,11632178868.9171
Euro area,EMU,1975,1507218903203.24
Spain,ESP,1975,114695060869.565
Ethiopia,ETH,1975,4577047854.10628
European Union,EUU,1975,1694125499826.14
Fragile and conflict affected situations,FCS,1975,168857590979.42
Finland,FIN,1975,29475251333.4411
Fiji,FJI,1975,684282434.361095
France,FRA,1975,356780728162.766
Faroe Islands,FRO,1975,227404436.013679
"Micronesia, Fed. Sts.",FSM,1975,46119184.0
Gabon,GAB,1975,2157592940.04234
United Kingdom,GBR,1975,241756637168.142
Ghana,GHA,1975,2810106382.97872
Guinea,GIN,1975,6102769605.43001
"Gambia, The",GMB,1975,115179719.077633
Guinea-Bissau,GNB,1975,283311996.82299
Equatorial Guinea,GNQ,1975,104295643.388437
Greece,GRC,1975,28129128586.61
Greenland,GRL,1975,211190630.329609
Guatemala,GTM,1975,3645900000.0
Guyana,GUY,1975,494791666.666667
High income,HIC,1975,4883171049710.25
"Hong Kong SAR, China",HKG,1975,10048089558.0636
Honduras,HND,1975,1124000000.0
Heavily indebted poor countries (HIPC),HPC,1975,72120095431.2575
Haiti,HTI,1975,681400000.0
Hungary,HUN,1975,11420392514.6172
IBRD only,IBD,1975,1282468664101.92
IDA & IBRD total,IBT,1975,1457698309230.86
IDA total,IDA,1975,169559325137.226
IDA blend,IDB,1975,61044399946.2258
Indonesia,IDN,1975,30463855421.6867
IDA only,IDX,1975,110097374843.034
India,IND,1975,98473832017.3242
Ireland,IRL,1975,9483808362.36934
"Iran, Islamic Rep.",IRN,1975,51776222349.8812
Iraq,IRQ,1975,13458516762.6143
Iceland,ISL,1975,1406875081.32726
Israel,ISR,1975,16141767373.4859
Italy,ITA,1975,228220643534.994
Jamaica,JAM,1975,2860442750.44275
Jordan,JOR,1975,1363073497.77355
Japan,JPN,1975,532861438884.724
Kenya,KEN,1975,3259345083.26283
Cambodia,KHM,1975,749129748.150633
Kiribati,KIR,1975,44547453.6024265
St. Kitts and Nevis,KNA,1975,33364055.2995392
"Korea, Rep.",KOR,1975,21784297520.6612
Kuwait,KWT,1975,12022811620.7867
Latin America & Caribbean (excluding high income),LAC,1975,340531014807.184
Liberia,LBR,1975,577549300.0
Libya,LBY,1975,14710912457.6509
Latin America & Caribbean,LCN,1975,397936404352.742
Least developed countries: UN classification,LDC,1975,93746523750.1878
Low income,LIC,1975,48963443703.5693
Liechtenstein,LIE,1975,246389101.853613
Sri Lanka,LKA,1975,3791298145.50642
Lower middle income,LMC,1975,271007042792.512
Low & middle income,LMY,1975,1122860134692.55
Lesotho,LSO,1975,149558895.914581
Late-demographic dividend,LTE,1975,743371058865.574
Luxembourg,LUX,1975,3123333333.33333
Morocco,MAR,1975,8984853005.08058
Monaco,MCO,1975,711978961.893674
Madagascar,MDG,1975,2283049215.35339
Maldives,MDV,1975,24540877.6041667
"Middle East, North Africa, Afghanistan & Pakistan",MEA,1975,242549831549.724
Mexico,MEX,1975,88000000000.0
Marshall Islands,MHL,1975,16691301.0
Middle income,MIC,1975,1077930405850.53
Mali,MLI,1975,830710615.179954
Malta,MLT,1975,474618321.462361
Myanmar,MMR,1975,1061107353.67232
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,1975,146512034375.339
Mauritania,MRT,1975,703377837.452223
Mauritius,MUS,1975,673311287.073382
Malaysia,MYS,1975,9298800799.46702
North America,NAC,1975,1859668757176.56
New Caledonia,NCL,1975,816652164.400241
Niger,NER,1975,1048690933.21027
Nigeria,NGA,1975,27778934624.6973
Nicaragua,NIC,1975,1581599958.5989
Netherlands,NLD,1975,100397061693.97
Norway,NOR,1975,32877805200.023
Nepal,NPL,1975,1575789254.46938
Nauru,NRU,1975,40106775.9115117
New Zealand,NZL,1975,12861983284.3912
OECD members,OED,1975,4699161406486.85
Oman,OMN,1975,2096699189.34569
Other small states,OSS,1975,7473504247.82444
Pakistan,PAK,1975,11230606060.6061
Panama,PAN,1975,2435304100.0
