Country Name,Country Code,Year,education
IBRD only,IBD,1989,46.2627410888672
IDA & IBRD total,IBT,1989,41.9965286254883
IDA total,IDA,1989,25.4182300567627
IDA blend,IDB,1989,29.3014698028564
Indonesia,IDN,1989,49.2470512390137
IDA only,IDX,1989,23.1557693481445
Iraq,IRQ,1989,45.7970008850098
Jamaica,JAM,1989,65.2190399169922
Kazakhstan,KAZ,1989,97.8998336791992
Kyrgyz Republic,KGZ,1989,102.213928222656
Kiribati,KIR,1989,34.0368194580078
St. Kitts and Nevis,KNA,1989,82.6582794189453
Kuwait,KWT,1989,74.5708694458008
Least developed countries: UN classification,LDC,1989,18.0824604034424
Low income,LIC,1989,22.7344608306885
Sri Lanka,LKA,1989,82.8787994384766
Lower middle income,LMC,1989,32.2447395324707
Low & middle income,LMY,1989,41.5560684204102
Lesotho,LSO,1989,24.6540393829346
Late-demographic dividend,LTE,1989,52.64208984375
Morocco,MAR,1989,36.576301574707
Madagascar,MDG,1989,17.5318908691406
"Middle East, North Africa, Afghanistan & Pakistan",MEA,1989,42.8814315795898
Middle income,MIC,1989,42.8832092285156
Mali,MLI,1989,6.38579988479614
Myanmar,MMR,1989,26.9588298797607
Mauritania,MRT,1989,14.6607999801636
Malawi,MWI,1989,17.112190246582
Malaysia,MYS,1989,67.3215713500977
Namibia,NAM,1989,39.7692413330078
New Caledonia,NCL,1989,75.0530700683594
Niger,NER,1989,5.55892992019653
Nigeria,NGA,1989,23.6370792388916
Nicaragua,NIC,1989,32.1430816650391
Nepal,NPL,1989,30.888879776001
Other small states,OSS,1989,42.1807403564453
Pakistan,PAK,1989,19.6272106170654
Panama,PAN,1989,58.7386283874512
Peru,PER,1989,65.6641693115234
Philippines,PHL,1989,67.6923980712891
Papua New Guinea,PNG,1989,13.4074897766113
Pre-demographic dividend,PRE,1989,19.9735698699951
Paraguay,PRY,1989,31.8411808013916
Pacific island small states,PSS,1989,61.5083808898926
French Polynesia,PYF,1989,64.9617385864258
Senegal,SEN,1989,14.0188302993774
Sierra Leone,SLE,1989,16.7818698883057
El Salvador,SLV,1989,38.6733818054199
Sub-Saharan Africa (excluding high income),SSA,1989,22.4622097015381
Sub-Saharan Africa,SSF,1989,22.4724407196045
Small states,SST,1989,51.0078582763672
Suriname,SUR,1989,53.9738082885742
Seychelles,SYC,1989,114.042106628418
Syrian Arab Republic,SYR,1989,52.7029685974121
Chad,TCD,1989,5.28646993637085
East Asia & Pacific (IDA & IBRD countries),TEA,1989,40.099609375
Togo,TGO,1989,17.8128509521484
Sub-Saharan Africa (IDA & IBRD countries),TSS,1989,22.4724407196045
Trinidad and Tobago,TTO,1989,83.3250427246094
Tunisia,TUN,1989,42.8631706237793
Tanzania,TZA,1989,4.39448976516724
Upper middle income,UMC,1989,50.8246192932129
"Venezuela, RB",VEN,1989,53.3951301574707
Virgin Islands (U.S.),VIR,1989,108.201873779297
Vanuatu,VUT,1989,14.631290435791
World,WLD,1989,49.9161109924316
South Africa,ZAF,1989,63.833080291748
Zimbabwe,ZWE,1989,47.8325500488281
Africa Eastern and Southern,AFE,1990,24.2189292907715
Afghanistan,AFG,1990,11.0395498275757
Africa Western and Central,AFW,1990,20.4625606536865
Angola,AGO,1990,9.64206981658936
Arab World,ARB,1990,54.0517387390137
Argentina,ARG,1990,72.95556640625
American Samoa,ASM,1990,90.399787902832
Burundi,BDI,1990,4.60391998291016
Burkina Faso,BFA,1990,6.78861999511719
Bangladesh,BGD,1990,19.8893508911133
Bahrain,BHR,1990,82.7652893066406
"Bahamas, The",BHS,1990,84.7572708129883
Belarus,BLR,1990,97.5836486816406
Barbados,BRB,1990,88.8083190917969
Botswana,BWA,1990,43.0783309936523
Central African Republic,CAF,1990,12.1238403320312
China,CHN,1990,39.0024795532227
Cameroon,CMR,1990,25.8838996887207
"Congo, Rep.",COG,1990,47.1228408813477
Cabo Verde,CPV,1990,18.4422798156738
Caribbean small states,CSS,1990,71.2089385986328
Cuba,CUB,1990,92.1929931640625
Dominica,DMA,1990,77.9037628173828
Algeria,DZA,1990,60.6158790588379
East Asia & Pacific (excluding high income),EAP,1990,40.9200210571289
Early-demographic dividend,EAR,1990,45.7701988220215
East Asia & Pacific,EAS,1990,47.235710144043
"Egypt, Arab Rep.",EGY,1990,68.7174301147461
Fragile and conflict affected situations,FCS,1990,30.5092105865479
Ghana,GHA,1990,33.9981918334961
Guinea,GIN,1990,9.75790977478027
"Gambia, The",GMB,1990,15.0076599121094
Grenada,GRD,1990,91.9722290039062
Heavily indebted poor countries (HIPC),HPC,1990,18.2614898681641
IBRD only,IBD,1990,52.0505104064941
IDA & IBRD total,IBT,1990,46.4005317687988
IDA total,IDA,1990,25.2684993743896
IDA blend,IDB,1990,29.3790893554688
Indonesia,IDN,1990,46.7410583496094
IDA only,IDX,1990,22.8701496124268
"Iran, Islamic Rep.",IRN,1990,55.9345512390137
Kazakhstan,KAZ,1990,96.6113433837891
Kyrgyz Republic,KGZ,1990,101.841339111328
Kiribati,KIR,1990,35.2051582336426
Kuwait,KWT,1990,71.537727355957
Lao PDR,LAO,1990,22.8900299072266
St. Lucia,LCA,1990,46.7493591308594
Least developed countries: UN classification,LDC,1990,17.7526397705078
Low income,LIC,1990,22.2593994140625
Sri Lanka,LKA,1990,83.8623580932617
Lower middle income,LMC,1990,41.3630218505859
Low & middle income,LMY,1990,45.9840202331543
Lesotho,LSO,1990,24.4347400665283
Late-demographic dividend,LTE,1990,54.1241607666016
Morocco,MAR,1990,36.7552490234375
Madagascar,MDG,1990,17.1746501922607
"Middle East, North Africa, Afghanistan & Pakistan",MEA,1990,44.853931427002
Middle income,MIC,1990,47.7032585144043
Mali,MLI,1990,6.28541994094849
Myanmar,MMR,1990,21.2080993652344
Mongolia,MNG,1990,88.4407806396484
Mozambique,MOZ,1990,7.79364013671875
Mauritania,MRT,1990,13.6398897171021
Malawi,MWI,1990,17.3963298797607
Malaysia,MYS,1990,65.0170516967773
Namibia,NAM,1990,38.9285697937012
New Caledonia,NCL,1990,76.5922012329102
Niger,NER,1990,5.59699010848999
Nigeria,NGA,1990,23.9810009002686
Nicaragua,NIC,1990,35.6191902160645
Nepal,NPL,1990,32.03369140625
Other small states,OSS,1990,43.6611709594727
Pakistan,PAK,1990,20.205810546875
Panama,PAN,1990,60.4366607666016
Peru,PER,1990,66.3794174194336
Philippines,PHL,1990,70.713493347168
Papua New Guinea,PNG,1990,12.8674402236938
Pre-demographic dividend,PRE,1990,19.9569206237793
Paraguay,PRY,1990,32.9381713867188
Pacific island small states,PSS,1990,61.8479499816895
French Polynesia,PYF,1990,67.6615371704102
Senegal,SEN,1990,14.357439994812
Solomon Islands,SLB,1990,13.3273401260376
Sierra Leone,SLE,1990,16.6202907562256
Sub-Saharan Africa (excluding high income),SSA,1990,22.6359691619873
Sub-Saharan Africa,SSF,1990,22.6459808349609
Small states,SST,1990,52.0605392456055
Suriname,SUR,1990,53.3289489746094
Syrian Arab Republic,SYR,1990,50.2651405334473
Chad,TCD,1990,6.07534980773926
East Asia & Pacific (IDA & IBRD countries),TEA,1990,40.3148994445801
Togo,TGO,1990,19.9296493530273
Sub-Saharan Africa (IDA & IBRD countries),TSS,1990,22.6459808349609
Trinidad and Tobago,TTO,1990,83.2187423706055
Tunisia,TUN,1990,43.0990982055664
Tuvalu,TUV,1990,83.780158996582
Uganda,UGA,1990,11.0182104110718
Upper middle income,UMC,1990,51.8381881713867
"Venezuela, RB",VEN,1990,53.3853302001953
British Virgin Islands,VGB,1990,88.5830001831055
Virgin Islands (U.S.),VIR,1990,106.12915802002
Viet Nam,VNM,1990,35.1179084777832
World,WLD,1990,53.2033500671387
South Africa,ZAF,1990,67.8069534301758
Zambia,ZMB,1990,20.5650405883789
Zimbabwe,ZWE,1990,45.1692810058594
Africa Eastern and Southern,AFE,1991,24.6175899505615
Afghanistan,AFG,1991,17.1836109161377
Africa Western and Central,AFW,1991,20.5557498931885
Angola,AGO,1991,10.1731996536255
Arab World,ARB,1991,54.1323509216309
Argentina,ARG,1991,74.1312637329102
Armenia,ARM,1991,92.2821502685547
American Samoa,ASM,1991,92.405387878418
Burundi,BDI,1991,5.19403982162476
Burkina Faso,BFA,1991,7.12624979019165
Bahrain,BHR,1991,94.7738800048828
"Bahamas, The",BHS,1991,86.0130004882812
Belarus,BLR,1991,93.4987411499023
Belize,BLZ,1991,60.4676704406738
Brunei Darussalam,BRN,1991,77.1070175170898
Botswana,BWA,1991,51.9570999145508
Central African Republic,CAF,1991,12.2781200408935
China,CHN,1991,41.5681610107422
Cameroon,CMR,1991,27.3890495300293
"Congo, Rep.",COG,1991,46.0549201965332
Caribbean small states,CSS,1991,72.1574783325195
Cuba,CUB,1991,92.7400283813477
Algeria,DZA,1991,59.8202705383301
East Asia & Pacific (excluding high income),EAP,1991,42.795108795166
Early-demographic dividend,EAR,1991,46.1200485229492
East Asia & Pacific,EAS,1991,49.0395088195801
"Egypt, Arab Rep.",EGY,1991,69.0611572265625
Ethiopia,ETH,1991,13.8706998825073
Fragile and conflict affected situations,FCS,1991,30.5527191162109
Fiji,FJI,1991,75.3627471923828
Georgia,GEO,1991,97.0041275024414
Guinea,GIN,1991,10.2290000915527
"Gambia, The",GMB,1991,15.4440202713013
Grenada,GRD,1991,98.2413787841797
Guatemala,GTM,1991,23.9654808044434
Honduras,HND,1991,32.1048812866211
Heavily indebted poor countries (HIPC),HPC,1991,18.4481906890869
IBRD only,IBD,1991,52.7771110534668
IDA & IBRD total,IBT,1991,47.0038299560547
IDA total,IDA,1991,26.2042102813721
IDA blend,IDB,1991,30.4784507751465
Indonesia,IDN,1991,45.0060997009277
IDA only,IDX,1991,23.6699905395508
"Iran, Islamic Rep.",IRN,1991,57.2006683349609
Jamaica,JAM,1991,69.0466537475586
Kazakhstan,KAZ,1991,94.2291870117188
Kyrgyz Republic,KGZ,1991,100.02596282959
Cambodia,KHM,1991,38.5556716918945
Kiribati,KIR,1991,35.004638671875
St. Lucia,LCA,1991,50.0243110656738
Least developed countries: UN classification,LDC,1991,18.7234992980957
Low income,LIC,1991,22.0843391418457
Sri Lanka,LKA,1991,83.5733489990234
Lower middle income,LMC,1991,41.8193817138672
Low & middle income,LMY,1991,46.578670501709
Lesotho,LSO,1991,23.7894401550293
Late-demographic dividend,LTE,1991,55.6494102478027
Morocco,MAR,1991,35.1155700683594
Monaco,MCO,1991,139.180404663086
"Middle East, North Africa, Afghanistan & Pakistan",MEA,1991,46.0198516845703
Middle income,MIC,1991,48.3991394042969
Mali,MLI,1991,6.69352006912231
Myanmar,MMR,1991,23.5711708068848
Mongolia,MNG,1991,84.0260772705078
Mozambique,MOZ,1991,7.75373983383179
Mauritania,MRT,1991,13.3553495407104
Malawi,MWI,1991,17.5205307006836
Malaysia,MYS,1991,65.7064666748047
Namibia,NAM,1991,44.7891693115234
New Caledonia,NCL,1991,81.0087280273438
Niger,NER,1991,6.08835983276367
Nicaragua,NIC,1991,41.5783195495605
Nepal,NPL,1991,34.0466995239258
Other small states,OSS,1991,46.0055694580078
Pakistan,PAK,1991,23.091329574585
Panama,PAN,1991,60.8803100585938
Peru,PER,1991,65.8484191894531
Philippines,PHL,1991,70.3419189453125
Papua New Guinea,PNG,1991,13.0853796005249
Pre-demographic dividend,PRE,1991,20.0716209411621
Paraguay,PRY,1991,33.2977104187012
Pacific island small states,PSS,1991,63.4781188964844
French Polynesia,PYF,1991,69.5820465087891
Solomon Islands,SLB,1991,14.7956104278565
Sierra Leone,SLE,1991,15.7828102111816
El Salvador,SLV,1991,38.0633583068848
Sub-Saharan Africa (excluding high income),SSA,1991,22.8958396911621
Sub-Saharan Africa,SSF,1991,22.9057197570801
Small states,SST,1991,53.8513412475586
Suriname,SUR,1991,55.0893783569336
Seychelles,SYC,1991,116.71842956543
Syrian Arab Republic,SYR,1991,48.0100402832031
East Asia & Pacific (IDA & IBRD countries),TEA,1991,42.2061004638672
Togo,TGO,1991,18.9681396484375
Tajikistan,TJK,1991,101.484306335449
Sub-Saharan Africa (IDA & IBRD countries),TSS,1991,22.9057197570801
Trinidad and Tobago,TTO,1991,79.8684310913086
Tunisia,TUN,1991,43.2728004455566
Tanzania,TZA,1991,5.12444019317627
Uganda,UGA,1991,10.3139801025391
Upper middle income,UMC,1991,53.0147590637207
St. Vincent and the Grenadines,VCT,1991,56.3031806945801
"Venezuela, RB",VEN,1991,53.7813987731934
British Virgin Islands,VGB,1991,91.233772277832
Virgin Islands (U.S.),VIR,1991,107.354179382324
Vanuatu,VUT,1991,19.5605392456055
World,WLD,1991,53.5875396728516
South Africa,ZAF,1991,72.5068588256836
Zimbabwe,ZWE,1991,46.4788589477539
Africa Eastern and Southern,AFE,1992,24.4192504882812
Africa Western and Central,AFW,1992,20.6794700622559
Angola,AGO,1992,11.4410495758057
Arab World,ARB,1992,53.1566009521484
Armenia,ARM,1992,89.9987030029297
American Samoa,ASM,1992,93.4581832885742
Antigua and Barbuda,ATG,1992,98.3675537109375
Burundi,BDI,1992,5.52936983108521
Burkina Faso,BFA,1992,7.33198976516724
Bahrain,BHR,1992,94.1440811157227
"Bahamas, The",BHS,1992,95.6539993286133
Belarus,BLR,1992,92.6515197753906
Brunei Darussalam,BRN,1992,78.6126480102539
Botswana,BWA,1992,51.1772499084473
Central African Republic,CAF,1992,10.2222499847412
China,CHN,1992,44.4469909667969
Cameroon,CMR,1992,28.2887706756592
"Congo, Dem. Rep.",COD,1992,22.2480907440186
"Congo, Rep.",COG,1992,46.9916496276855
Comoros,COM,1992,22.8796195983887
Caribbean small states,CSS,1992,72.0128936767578
Cuba,CUB,1992,91.1841278076172
Algeria,DZA,1992,60.1012496948242
East Asia & Pacific (excluding high income),EAP,1992,45.0162315368652
Early-demographic dividend,EAR,1992,46.3838081359863
East Asia & Pacific,EAS,1992,50.9795913696289
"Egypt, Arab Rep.",EGY,1992,64.1928482055664
Ethiopia,ETH,1992,11.9716300964356
Fragile and conflict affected situations,FCS,1992,30.1548004150391
Fiji,FJI,1992,79.4425582885742
Georgia,GEO,1992,91.402099609375
"Gambia, The",GMB,1992,15.7997798919678
Grenada,GRD,1992,101.758346557617
Heavily indebted poor countries (HIPC),HPC,1992,18.2151203155518
IBRD only,IBD,1992,53.7660598754883
IDA & IBRD total,IBT,1992,47.7563209533691
IDA total,IDA,1992,26.8640193939209
IDA blend,IDB,1992,31.2742195129394
Indonesia,IDN,1992,44.1988410949707
IDA only,IDX,1992,24.2233791351318
"Iran, Islamic Rep.",IRN,1992,59.5599708557129
Kazakhstan,KAZ,1992,92.4310913085938
Kyrgyz Republic,KGZ,1992,98.3147583007812
Kiribati,KIR,1992,38.4360008239746
St. Kitts and Nevis,KNA,1992,86.1791763305664
Kuwait,KWT,1992,59.5102806091309
Lao PDR,LAO,1992,19.9181404113769
Lebanon,LBN,1992,51.5681800842285
St. Lucia,LCA,1992,57.0744705200195
Least developed countries: UN classification,LDC,1992,19.4402198791504
Low income,LIC,1992,21.5215301513672
Sri Lanka,LKA,1992,84.8462829589844
Lower middle income,LMC,1992,42.1218681335449
Low & middle income,LMY,1992,47.3530616760254
Lesotho,LSO,1992,24.8969306945801
Late-demographic dividend,LTE,1992,57.8067092895508
Morocco,MAR,1992,35.8082809448242
Monaco,MCO,1992,145.223587036133
"Middle East, North Africa, Afghanistan & Pakistan",MEA,1992,46.560001373291
Middle income,MIC,1992,49.3227691650391
Mali,MLI,1992,7.59688997268677
Myanmar,MMR,1992,25.6039505004883
Mongolia,MNG,1992,75.9128189086914
Mozambique,MOZ,1992,7.39231014251709
Mauritania,MRT,1992,13.7204504013062
Malawi,MWI,1992,19.5548591613769
Malaysia,MYS,1992,66.5042724609375
Namibia,NAM,1992,50.7220191955566
Niger,NER,1992,5.89923000335693
Nicaragua,NIC,1992,41.7839202880859
Nepal,NPL,1992,36.6419982910156
Other small states,OSS,1992,45.6954612731934
Pakistan,PAK,1992,25.6504096984863
Panama,PAN,1992,61.4232788085938
Peru,PER,1992,64.6846771240234
Philippines,PHL,1992,71.494987487793
Papua New Guinea,PNG,1992,12.8545398712158
Pre-demographic dividend,PRE,1992,20.1167602539062
Paraguay,PRY,1992,35.8574409484863
Pacific island small states,PSS,1992,65.3068695068359
French Polynesia,PYF,1992,72.3226699829102
Senegal,SEN,1992,14.7115201950073
Solomon Islands,SLB,1992,15.2742795944214
El Salvador,SLV,1992,39.8060684204102
Sub-Saharan Africa (excluding high income),SSA,1992,22.8230495452881
Sub-Saharan Africa,SSF,1992,22.8328704833984
Small states,SST,1992,53.6306495666504
Suriname,SUR,1992,59.6615180969238
Eswatini,SWZ,1992,47.7011184692383
Seychelles,SYC,1992,118.86083984375
Syrian Arab Republic,SYR,1992,45.8358192443848
East Asia & Pacific (IDA & IBRD countries),TEA,1992,44.4425888061523
Togo,TGO,1992,18.7232894897461
Tajikistan,TJK,1992,99.5476379394531
Sub-Saharan Africa (IDA & IBRD countries),TSS,1992,22.8328704833984
Trinidad and Tobago,TTO,1992,78.0434112548828
Tunisia,TUN,1992,43.7264213562012
Tanzania,TZA,1992,5.15000009536743
Uganda,UGA,1992,10.0910997390747
Upper middle income,UMC,1992,54.8952293395996
"Venezuela, RB",VEN,1992,54.664478302002
British Virgin Islands,VGB,1992,88.0434799194336
Virgin Islands (U.S.),VIR,1992,111.111106872559
World,WLD,1992,54.6800498962402
Zimbabwe,ZWE,1992,41.2138786315918
Africa Eastern and Southern,AFE,1993,24.6954898834229
Afghanistan,AFG,1993,17.4169101715088
Africa Western and Central,AFW,1993,20.7306098937988
Arab World,ARB,1993,53.5955200195312
Armenia,ARM,1993,91.9980621337891
Burundi,BDI,1993,6.10045003890991
Burkina Faso,BFA,1993,7.73708009719849
Bahrain,BHR,1993,91.7564697265625
"Bahamas, The",BHS,1993,97.2704467773438
Belarus,BLR,1993,91.4912109375
Brunei Darussalam,BRN,1993,80.1648178100586
Botswana,BWA,1993,55.1363792419434
China,CHN,1993,46.7595100402832
"Congo, Dem. Rep.",COD,1993,23.8845405578613
Caribbean small states,CSS,1993,70.6517715454102
Cuba,CUB,1993,88.0818786621094
Algeria,DZA,1993,59.9651985168457
East Asia & Pacific (excluding high income),EAP,1993,46.8458709716797
Early-demographic dividend,EAR,1993,44.0271911621094
East Asia & Pacific,EAS,1993,52.2735900878906
"Egypt, Arab Rep.",EGY,1993,65.0155715942383
Eritrea,ERI,1993,24.2678394317627
Ethiopia,ETH,1993,10.651909828186
Fragile and conflict affected situations,FCS,1993,29.8929100036621
Georgia,GEO,1993,80.8724899291992
Guinea,GIN,1993,11.9838304519653
"Gambia, The",GMB,1993,18.0642108917236
Equatorial Guinea,GNQ,1993,24.9821891784668
Grenada,GRD,1993,106.585258483887
Guatemala,GTM,1993,25.4644393920898
Honduras,HND,1993,31.0745296478271
Heavily indebted poor countries (HIPC),HPC,1993,18.1474304199219
IBRD only,IBD,1993,52.8295402526855
IDA & IBRD total,IBT,1993,46.9123611450195
IDA total,IDA,1993,26.9977493286133
IDA blend,IDB,1993,30.724889755249
Indonesia,IDN,1993,43.8151893615723
IDA only,IDX,1993,24.729549407959
"Iran, Islamic Rep.",IRN,1993,63.3696594238281
Iraq,IRQ,1993,42.4146194458008
Jamaica,JAM,1993,64.5336685180664
Kazakhstan,KAZ,1993,90.1321411132812
Kyrgyz Republic,KGZ,1993,94.3060989379883
St. Kitts and Nevis,KNA,1993,85.3597106933594
Kuwait,KWT,1993,59.3641090393066
Lao PDR,LAO,1993,21.6391906738281
St. Lucia,LCA,1993,62.3254699707031
Least developed countries: UN classification,LDC,1993,20.1533508300781
Low income,LIC,1993,21.347469329834
Sri Lanka,LKA,1993,85.1434936523438
Lower middle income,LMC,1993,39.1957015991211
Low & middle income,LMY,1993,46.5011787414551
Lesotho,LSO,1993,25.5844993591309
Late-demographic dividend,LTE,1993,59.4453506469727
Morocco,MAR,1993,36.334529876709
"Middle East, North Africa, Afghanistan & Pakistan",MEA,1993,47.0921516418457
Middle income,MIC,1993,48.4718589782715
Mali,MLI,1993,7.64638996124268
Myanmar,MMR,1993,25.8163299560547
Mongolia,MNG,1993,66.22705078125
Mozambique,MOZ,1993,7.42799997329712
Mauritania,MRT,1993,14.2717399597168
Malawi,MWI,1993,17.8164806365967
Malaysia,MYS,1993,65.5471725463867
Namibia,NAM,1993,54.5001983642578
Niger,NER,1993,5.92972993850708
Nicaragua,NIC,1993,42.4960517883301
Nepal,NPL,1993,37.9471893310547
Other small states,OSS,1993,47.6540298461914
Panama,PAN,1993,62.6225090026855
Peru,PER,1993,64.4021224975586
Philippines,PHL,1993,72.8925628662109
Papua New Guinea,PNG,1993,13.8420295715332
Pre-demographic dividend,PRE,1993,20.2036800384521
Paraguay,PRY,1993,39.9399108886719
Pacific island small states,PSS,1993,65.9884872436523
French Polynesia,PYF,1993,74.7726669311523
Solomon Islands,SLB,1993,16.5854396820068
El Salvador,SLV,1993,41.6802787780762
Sub-Saharan Africa (excluding high income),SSA,1993,22.9985694885254
Sub-Saharan Africa,SSF,1993,23.0079898834229
Small states,SST,1993,54.6264915466309
Suriname,SUR,1993,51.1067199707031
Eswatini,SWZ,1993,44.7079582214355
Seychelles,SYC,1993,118.033416748047
Syrian Arab Republic,SYR,1993,45.0889015197754
East Asia & Pacific (IDA & IBRD countries),TEA,1993,46.2817115783691
Tajikistan,TJK,1993,93.3880233764648
Sub-Saharan Africa (IDA & IBRD countries),TSS,1993,23.0079898834229
Trinidad and Tobago,TTO,1993,77.3761901855469
Tunisia,TUN,1993,46.0115699768066
Tanzania,TZA,1993,5.16552019119263
Uganda,UGA,1993,10.0285797119141
Upper middle income,UMC,1993,56.5086288452148
"Venezuela, RB",VEN,1993,55.1568489074707
Virgin Islands (U.S.),VIR,1993,114.865859985352
World,WLD,1993,53.6684112548828
Zimbabwe,ZWE,1993,38.7120895385742
Africa Eastern and Southern,AFE,1994,25.0056095123291
Afghanistan,AFG,1994,23.4685802459717
Africa Western and Central,AFW,1994,20.7932205200195
Arab World,ARB,1994,55.2493782043457
Argentina,ARG,1994,70.8677520751953
Armenia,ARM,1994,91.6731719970703
Burkina Faso,BFA,1994,8.05136013031006
Bahrain,BHR,1994,90.8866806030273
"Bahamas, The",BHS,1994,93.2357406616211
Belarus,BLR,1994,91.3214721679688
Belize,BLZ,1994,66.7534103393555
Brunei Darussalam,BRN,1994,79.5582427978516
Botswana,BWA,1994,53.1301307678223
China,CHN,1994,47.1572189331055
Cameroon,CMR,1994,27.1619205474854
"Congo, Dem. Rep.",COD,1994,25.3936805725098
"Congo, Rep.",COG,1994,49.610179901123
Comoros,COM,1994,24.6837005615234
Cabo Verde,CPV,1994,25.6682395935059
Caribbean small states,CSS,1994,72.2988586425781
Cuba,CUB,1994,83.0703811645508
Algeria,DZA,1994,60.4800682067871
East Asia & Pacific (excluding high income),EAP,1994,47.6492614746094
Early-demographic dividend,EAR,1994,45.2142715454102
East Asia & Pacific,EAS,1994,53.0307998657227
"Egypt, Arab Rep.",EGY,1994,70.1933212280273
Eritrea,ERI,1994,25.5674705505371
Ethiopia,ETH,1994,10.3277502059937
Fragile and conflict affected situations,FCS,1994,30.1124496459961
Gabon,GAB,1994,36.2813987731934
Georgia,GEO,1994,79.5162811279297
Guinea,GIN,1994,12.6506395339966
"Gambia, The",GMB,1994,18.2833099365234
Equatorial Guinea,GNQ,1994,22.8022499084473
Guatemala,GTM,1994,26.3874702453613
Heavily indebted poor countries (HIPC),HPC,1994,18.5049705505371
IBRD only,IBD,1994,53.941520690918
IDA & IBRD total,IBT,1994,47.7295989990234
IDA total,IDA,1994,27.3647499084473
IDA blend,IDB,1994,30.3935394287109
Indonesia,IDN,1994,44.7341918945312
IDA only,IDX,1994,25.4757194519043
"Iran, Islamic Rep.",IRN,1994,67.1393280029297
Kazakhstan,KAZ,1994,88.2439804077148
Kyrgyz Republic,KGZ,1994,88.8992919921875
Kiribati,KIR,1994,39.7144088745117
Kuwait,KWT,1994,72.8945083618164
Lao PDR,LAO,1994,23.4398708343506
Lebanon,LBN,1994,52.1276817321777
Least developed countries: UN classification,LDC,1994,21.1718807220459
Low income,LIC,1994,21.71217918396
Sri Lanka,LKA,1994,86.983772277832
Lower middle income,LMC,1994,40.2496490478516
Low & middle income,LMY,1994,47.2773895263672
Lesotho,LSO,1994,27.5880794525146
Late-demographic dividend,LTE,1994,60.2202415466309
Morocco,MAR,1994,37.4641494750977
Monaco,MCO,1994,150.797866821289
Maldives,MDV,1994,50.5310592651367
"Middle East, North Africa, Afghanistan & Pakistan",MEA,1994,48.5123291015625
Middle income,MIC,1994,49.3241004943848
Mali,MLI,1994,8.70135021209717
Myanmar,MMR,1994,27.0055809020996
Mongolia,MNG,1994,64.9035797119141
Mozambique,MOZ,1994,7.3242301940918
Mauritania,MRT,1994,14.7440795898438
Malawi,MWI,1994,15.6898698806763
Malaysia,MYS,1994,65.9461975097656
Namibia,NAM,1994,58.8795013427734
Nicaragua,NIC,1994,43.3085708618164
Nepal,NPL,1994,38.3644485473633
Other small states,OSS,1994,48.1349296569824
Panama,PAN,1994,62.6603813171387
Peru,PER,1994,67.761360168457
Philippines,PHL,1994,73.66943359375
Papua New Guinea,PNG,1994,14.3283500671387
Pre-demographic dividend,PRE,1994,20.4756698608398
Paraguay,PRY,1994,41.6954002380371
Pacific island small states,PSS,1994,65.0151062011719
Solomon Islands,SLB,1994,17.3070106506348
Sub-Saharan Africa (excluding high income),SSA,1994,23.1956996917725
Sub-Saharan Africa,SSF,1994,23.2050495147705
Small states,SST,1994,55.186149597168
Eswatini,SWZ,1994,45.2933082580566
Seychelles,SYC,1994,119.788307189941
Syrian Arab Republic,SYR,1994,44.1066284179688
Turks and Caicos Islands,TCA,1994,87.6061096191406
Chad,TCD,1994,7.09618997573853
East Asia & Pacific (IDA & IBRD countries),TEA,1994,47.0881614685059
Togo,TGO,1994,19.9208507537842
Tajikistan,TJK,1994,81.6863327026367
Sub-Saharan Africa (IDA & IBRD countries),TSS,1994,23.2050495147705
Tunisia,TUN,1994,50.4441184997559
Tanzania,TZA,1994,5.10563993453979
Uganda,UGA,1994,10.2928104400635
Upper middle income,UMC,1994,57.275260925293
British Virgin Islands,VGB,1994,92.7053833007812
Virgin Islands (U.S.),VIR,1994,119.284286499023
World,WLD,1994,54.5770988464355
Samoa,WSM,1994,76.0142288208008
South Africa,ZAF,1994,86.9962615966797
Zambia,ZMB,1994,20.3026103973389
Zimbabwe,ZWE,1994,38.8840713500977
Africa Eastern and Southern,AFE,1995,25.7894802093506
Afghanistan,AFG,1995,23.0545196533203
Africa Western and Central,AFW,1995,20.8791694641113
Arab World,ARB,1995,55.2427101135254
Bahrain,BHR,1995,90.1035079956055
"Bahamas, The",BHS,1995,92.8307876586914
Belarus,BLR,1995,92.4664993286133
Belize,BLZ,1995,66.8318786621094
Botswana,BWA,1995,58.8820610046387
China,CHN,1995,48.9643783569336
Cameroon,CMR,1995,26.1854991912842
"Congo, Dem. Rep.",COD,1995,27.3251304626465
Caribbean small states,CSS,1995,73.9906692504883
Cuba,CUB,1995,79.062629699707
Algeria,DZA,1995,59.5076599121094
East Asia & Pacific (excluding high income),EAP,1995,49.6841697692871
Early-demographic dividend,EAR,1995,46.2762298583984
East Asia & Pacific,EAS,1995,54.7741889953613
"Egypt, Arab Rep.",EGY,1995,68.1645965576172
Eritrea,ERI,1995,27.7611198425293
Ethiopia,ETH,1995,10.4840297698975
Fragile and conflict affected situations,FCS,1995,30.9465599060059
Gabon,GAB,1995,38.6296997070312
Georgia,GEO,1995,77.1405181884766
Ghana,GHA,1995,33.2568283081055
"Gambia, The",GMB,1995,20.5519695281982
Guatemala,GTM,1995,26.4856491088867
Heavily indebted poor countries (HIPC),HPC,1995,18.9749908447266
IBRD only,IBD,1995,55.2819213867188
